Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, and COVID-19 Deaths",Footnote
5/1/2020,2/1/2020,4/25/2020,New York City,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,New York City Total,All sexes,All Ages,11425,31247,6285,4199,862,13633,
5/1/2020,2/1/2020,4/25/2020,North Carolina,Male,Under 1 year,0,39,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Carolina,Male,1-4 years,0,,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Carolina,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Carolina,Male,15-24 years,0,78,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Carolina,Male,25-34 years,0,144,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,North Carolina,Male,35-44 years,0,187,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Carolina,Male,45-54 years,0,323,16,0,,21,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Carolina,Male,55-64 years,0,789,39,0,17,56,
5/1/2020,2/1/2020,4/25/2020,North Carolina,Male,65-74 years,0,1260,82,0,11,93,
5/1/2020,2/1/2020,4/25/2020,North Carolina,Male,75-84 years,0,1393,78,0,,86,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Carolina,Male,85 years and over,0,1146,92,0,,99,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Carolina,Male Total,"Male, all ages",0,5372,310,0,55,365,
5/1/2020,2/1/2020,4/25/2020,North Carolina,Female,Under 1 year,0,37,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Carolina,Female,1-4 years,0,,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Carolina,Female,5-14 years,0,13,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Carolina,Female,15-24 years,0,30,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Carolina,Female,25-34 years,0,71,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Carolina,Female,35-44 years,0,111,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Carolina,Female,45-54 years,0,258,10,0,,19,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Carolina,Female,55-64 years,0,576,38,0,11,49,
5/1/2020,2/1/2020,4/25/2020,North Carolina,Female,65-74 years,0,998,56,0,18,74,
5/1/2020,2/1/2020,4/25/2020,North Carolina,Female,75-84 years,0,1358,86,0,15,101,
5/1/2020,2/1/2020,4/25/2020,North Carolina,Female,85 years and over,0,1898,130,0,12,142,
5/1/2020,2/1/2020,4/25/2020,North Carolina,Female Total,"Female, all ages",0,5354,329,0,72,401,
5/1/2020,2/1/2020,4/25/2020,North Carolina,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Carolina Total,All sexes,All Ages,0,10727,639,0,127,766,
5/1/2020,2/1/2020,4/25/2020,North Dakota,Male,Under 1 year,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Dakota,Male,1-4 years,0,0,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,North Dakota,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Dakota,Male,15-24 years,0,11,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,North Dakota,Male,25-34 years,0,24,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,North Dakota,Male,35-44 years,0,36,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Dakota,Male,45-54 years,0,45,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Dakota,Male,55-64 years,0,113,14,0,0,14,
5/1/2020,2/1/2020,4/25/2020,North Dakota,Male,65-74 years,,175,16,0,,20,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Dakota,Male,75-84 years,,196,21,,,22,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Dakota,Male,85 years and over,,196,18,,,21,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Dakota,Male Total,"Male, all ages",,802,77,,,87,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Dakota,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Dakota,Female,1-4 years,0,0,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,North Dakota,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Dakota,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Dakota,Female,25-34 years,0,11,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,North Dakota,Female,35-44 years,0,15,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Dakota,Female,45-54 years,0,28,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Dakota,Female,55-64 years,,57,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Dakota,Female,65-74 years,,102,15,0,,20,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Dakota,Female,75-84 years,,193,16,0,,22,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Dakota,Female,85 years and over,0,326,25,0,0,25,
5/1/2020,2/1/2020,4/25/2020,North Dakota,Female Total,"Female, all ages",,744,63,0,11,77,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,North Dakota,Unknown,All ages,0,0,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,North Dakota Total,All sexes,All Ages,,1546,140,,18,164,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Ohio,Male,Under 1 year,0,96,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Ohio,Male,1-4 years,0,14,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Ohio,Male,5-14 years,0,24,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Ohio,Male,15-24 years,0,157,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Ohio,Male,25-34 years,0,402,,0,,12,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Ohio,Male,35-44 years,,543,16,,,20,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Ohio,Male,45-54 years,,828,32,,,44,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Ohio,Male,55-64 years,14,2115,109,,26,142,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Ohio,Male,65-74 years,27,3066,191,12,29,235,
5/1/2020,2/1/2020,4/25/2020,Ohio,Male,75-84 years,28,3340,240,13,22,277,
5/1/2020,2/1/2020,4/25/2020,Ohio,Male,85 years and over,32,3195,227,11,13,261,
5/1/2020,2/1/2020,4/25/2020,Ohio,Male Total,"Male, all ages",108,13780,825,46,108,995,
5/1/2020,2/1/2020,4/25/2020,Ohio,Female,Under 1 year,0,70,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Ohio,Female,1-4 years,0,10,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Ohio,Female,5-14 years,0,19,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Ohio,Female,15-24 years,0,71,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Ohio,Female,25-34 years,0,206,,0,,13,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Ohio,Female,35-44 years,0,275,,0,,10,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Ohio,Female,45-54 years,,575,33,0,,42,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Ohio,Female,55-64 years,,1379,78,,18,99,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Ohio,Female,65-74 years,,2313,120,,24,148,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Ohio,Female,75-84 years,23,3290,201,,25,240,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Ohio,Female,85 years and over,26,5181,284,13,29,326,
5/1/2020,2/1/2020,4/25/2020,Ohio,Female Total,"Female, all ages",64,13389,729,28,119,884,
5/1/2020,2/1/2020,4/25/2020,Ohio,Unknown,All ages,0,0,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Ohio Total,All sexes,All Ages,172,27169,1554,74,227,1879,
5/1/2020,2/1/2020,4/25/2020,Oklahoma,Male,Under 1 year,0,28,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Oklahoma,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Oklahoma,Male,5-14 years,0,,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Oklahoma,Male,15-24 years,,58,,,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Oklahoma,Male,25-34 years,,110,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Oklahoma,Male,35-44 years,,181,11,,,13,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Oklahoma,Male,45-54 years,,296,18,0,,24,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Oklahoma,Male,55-64 years,,801,62,,11,78,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Oklahoma,Male,65-74 years,22,1052,101,,,123,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Oklahoma,Male,75-84 years,17,1109,128,,11,152,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Oklahoma,Male,85 years and over,12,902,94,,,107,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Oklahoma,Male Total,"Male, all ages",65,4553,421,20,42,507,
5/1/2020,2/1/2020,4/25/2020,Oklahoma,Female,Under 1 year,0,17,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Oklahoma,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Oklahoma,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Oklahoma,Female,15-24 years,0,29,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Oklahoma,Female,25-34 years,0,47,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Oklahoma,Female,35-44 years,0,88,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Oklahoma,Female,45-54 years,,197,12,0,,14,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Oklahoma,Female,55-64 years,,496,54,,11,67,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Oklahoma,Female,65-74 years,16,857,89,,11,110,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Oklahoma,Female,75-84 years,12,1083,102,,,118,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Oklahoma,Female,85 years and over,17,1393,99,,10,117,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Oklahoma,Female Total,"Female, all ages",52,4215,361,23,48,437,
5/1/2020,2/1/2020,4/25/2020,Oklahoma,Unknown,All ages,0,0,0,0,0,0,
